id,amount,currency,entity,date,source
MSFT-20240926,6178.28,USD,Microsoft,2024-09-26,yahoo_finance
MSFT-20240927,6302.11,USD,Microsoft,2024-09-27,yahoo_finance
GOOGL-20240701,2908.28,USD,Alphabet,2024-07-01,yahoo_finance
GOOGL-20240702,3195.37,USD,Alphabet,2024-07-02,yahoo_finance
GOOGL-20240703,1889.75,USD,Alphabet,2024-07-03,yahoo_finance
GOOGL-20240705,3968.2,USD,Alphabet,2024-07-05,yahoo_finance
GOOGL-20240708,3948.35,USD,Alphabet,2024-07-08,yahoo_finance
GOOGL-20240709,2837.47,USD,Alphabet,2024-07-09,yahoo_finance
GOOGL-20240710,3028.27,USD,Alphabet,2024-07-10,yahoo_finance
GOOGL-20240711,4721.81,USD,Alphabet,2024-07-11,yahoo_finance
GOOGL-20240712,4207.89,USD,Alphabet,2024-07-12,yahoo_finance
GOOGL-20240715,3051.2,USD,Alphabet,2024-07-15,yahoo_finance
GOOGL-20240716,3340.28,USD,Alphabet,2024-07-16,yahoo_finance
GOOGL-20240717,3726.79,USD,Alphabet,2024-07-17,yahoo_finance
GOOGL-20240718,4466.59,USD,Alphabet,2024-07-18,yahoo_finance
GOOGL-20240719,3330.88,USD,Alphabet,2024-07-19,yahoo_finance
GOOGL-20240722,4347.39,USD,Alphabet,2024-07-22,yahoo_finance
GOOGL-20240723,6561.91,USD,Alphabet,2024-07-23,yahoo_finance
GOOGL-20240724,8499.47,USD,Alphabet,2024-07-24,yahoo_finance
GOOGL-20240725,7449.88,USD,Alphabet,2024-07-25,yahoo_finance
GOOGL-20240726,6854.53,USD,Alphabet,2024-07-26,yahoo_finance
GOOGL-20240729,3416.12,USD,Alphabet,2024-07-29,yahoo_finance
GOOGL-20240730,3205.86,USD,Alphabet,2024-07-30,yahoo_finance
GOOGL-20240731,4382.41,USD,Alphabet,2024-07-31,yahoo_finance
GOOGL-20240801,4159.41,USD,Alphabet,2024-08-01,yahoo_finance
GOOGL-20240802,4820.55,USD,Alphabet,2024-08-02,yahoo_finance
GOOGL-20240805,8480.4,USD,Alphabet,2024-08-05,yahoo_finance
GOOGL-20240806,7702.18,USD,Alphabet,2024-08-06,yahoo_finance
GOOGL-20240807,3967.32,USD,Alphabet,2024-08-07,yahoo_finance
GOOGL-20240808,4115.28,USD,Alphabet,2024-08-08,yahoo_finance
GOOGL-20240809,4648.29,USD,Alphabet,2024-08-09,yahoo_finance
GOOGL-20240812,2561.44,USD,Alphabet,2024-08-12,yahoo_finance
GOOGL-20240813,3023.95,USD,Alphabet,2024-08-13,yahoo_finance
GOOGL-20240814,6463.64,USD,Alphabet,2024-08-14,yahoo_finance
GOOGL-20240815,5048.98,USD,Alphabet,2024-08-15,yahoo_finance
GOOGL-20240816,3917.19,USD,Alphabet,2024-08-16,yahoo_finance
GOOGL-20240819,3709.73,USD,Alphabet,2024-08-19,yahoo_finance
GOOGL-20240820,3044.69,USD,Alphabet,2024-08-20,yahoo_finance
GOOGL-20240821,3771.48,USD,Alphabet,2024-08-21,yahoo_finance
GOOGL-20240822,3658.39,USD,Alphabet,2024-08-22,yahoo_finance
GOOGL-20240823,2295.03,USD,Alphabet,2024-08-23,yahoo_finance
GOOGL-20240826,2341.23,USD,Alphabet,2024-08-26,yahoo_finance
GOOGL-20240827,1933.09,USD,Alphabet,2024-08-27,yahoo_finance
GOOGL-20240828,2653.08,USD,Alphabet,2024-08-28,yahoo_finance
GOOGL-20240829,3164.54,USD,Alphabet,2024-08-29,yahoo_finance
GOOGL-20240830,3589.07,USD,Alphabet,2024-08-30,yahoo_finance
GOOGL-20240903,6085.17,USD,Alphabet,2024-09-03,yahoo_finance
GOOGL-20240904,3006.53,USD,Alphabet,2024-09-04,yahoo_finance
GOOGL-20240905,2917.87,USD,Alphabet,2024-09-05,yahoo_finance
GOOGL-20240906,5681.3,USD,Alphabet,2024-09-06,yahoo_finance
GOOGL-20240909,5804.91,USD,Alphabet,2024-09-09,yahoo_finance
GOOGL-20240910,4599.56,USD,Alphabet,2024-09-10,yahoo_finance
GOOGL-20240911,4449.8,USD,Alphabet,2024-09-11,yahoo_finance
GOOGL-20240912,4555.84,USD,Alphabet,2024-09-12,yahoo_finance
GOOGL-20240913,4632.68,USD,Alphabet,2024-09-13,yahoo_finance
GOOGL-20240916,2888.43,USD,Alphabet,2024-09-16,yahoo_finance
GOOGL-20240917,3281.46,USD,Alphabet,2024-09-17,yahoo_finance
GOOGL-20240918,3762.15,USD,Alphabet,2024-09-18,yahoo_finance
GOOGL-20240919,4286.18,USD,Alphabet,2024-09-19,yahoo_finance
GOOGL-20240920,6651.83,USD,Alphabet,2024-09-20,yahoo_finance
GOOGL-20240923,3886.38,USD,Alphabet,2024-09-23,yahoo_finance
GOOGL-20240924,3764.83,USD,Alphabet,2024-09-24,yahoo_finance
GOOGL-20240925,3029.69,USD,Alphabet,2024-09-25,yahoo_finance
GOOGL-20240926,3287.58,USD,Alphabet,2024-09-26,yahoo_finance
GOOGL-20240927,3439.7,USD,Alphabet,2024-09-27,yahoo_finance
AMZN-20240701,8123.06,USD,Amazon,2024-07-01,yahoo_finance
AMZN-20240702,9120.0,USD,Amazon,2024-07-02,yahoo_finance
AMZN-20240703,6243.43,USD,Amazon,2024-07-03,yahoo_finance
AMZN-20240705,7971.78,USD,Amazon,2024-07-05,yahoo_finance
AMZN-20240708,6928.77,USD,Amazon,2024-07-08,yahoo_finance
AMZN-20240709,6518.44,USD,Amazon,2024-07-09,yahoo_finance
AMZN-20240710,6569.85,USD,Amazon,2024-07-10,yahoo_finance
AMZN-20240711,8692.4,USD,Amazon,2024-07-11,yahoo_finance
AMZN-20240712,5951.1,USD,Amazon,2024-07-12,yahoo_finance
AMZN-20240715,7840.47,USD,Amazon,2024-07-15,yahoo_finance
AMZN-20240716,6561.66,USD,Amazon,2024-07-16,yahoo_finance
AMZN-20240717,9034.94,USD,Amazon,2024-07-17,yahoo_finance
AMZN-20240718,9379.26,USD,Amazon,2024-07-18,yahoo_finance
AMZN-20240719,7889.57,USD,Amazon,2024-07-19,yahoo_finance
AMZN-20240722,7289.57,USD,Amazon,2024-07-22,yahoo_finance
AMZN-20240723,8861.5,USD,Amazon,2024-07-23,yahoo_finance
AMZN-20240724,7510.3,USD,Amazon,2024-07-24,yahoo_finance
AMZN-20240725,7996.89,USD,Amazon,2024-07-25,yahoo_finance
AMZN-20240726,5384.85,USD,Amazon,2024-07-26,yahoo_finance
AMZN-20240729,6095.08,USD,Amazon,2024-07-29,yahoo_finance
AMZN-20240730,7179.11,USD,Amazon,2024-07-30,yahoo_finance
AMZN-20240731,7790.95,USD,Amazon,2024-07-31,yahoo_finance
AMZN-20240801,12965.08,USD,Amazon,2024-08-01,yahoo_finance
AMZN-20240802,23749.19,USD,Amazon,2024-08-02,yahoo_finance
AMZN-20240805,13388.72,USD,Amazon,2024-08-05,yahoo_finance
AMZN-20240806,9707.83,USD,Amazon,2024-08-06,yahoo_finance
AMZN-20240807,7879.4,USD,Amazon,2024-08-07,yahoo_finance
AMZN-20240808,7397.37,USD,Amazon,2024-08-08,yahoo_finance
AMZN-20240809,6076.78,USD,Amazon,2024-08-09,yahoo_finance
AMZN-20240812,5016.14,USD,Amazon,2024-08-12,yahoo_finance
AMZN-20240813,6679.47,USD,Amazon,2024-08-13,yahoo_finance
AMZN-20240814,4906.33,USD,Amazon,2024-08-14,yahoo_finance
AMZN-20240815,9181.14,USD,Amazon,2024-08-15,yahoo_finance
AMZN-20240816,5575.48,USD,Amazon,2024-08-16,yahoo_finance
AMZN-20240819,5547.95,USD,Amazon,2024-08-19,yahoo_finance
AMZN-20240820,4696.53,USD,Amazon,2024-08-20,yahoo_finance
AMZN-20240821,6411.75,USD,Amazon,2024-08-21,yahoo_finance
AMZN-20240822,5644.53,USD,Amazon,2024-08-22,yahoo_finance
AMZN-20240823,5160.73,USD,Amazon,2024-08-23,yahoo_finance
AMZN-20240826,3925.27,USD,Amazon,2024-08-26,yahoo_finance
AMZN-20240827,5166.25,USD,Amazon,2024-08-27,yahoo_finance
AMZN-20240828,4960.89,USD,Amazon,2024-08-28,yahoo_finance
AMZN-20240829,4545.31,USD,Amazon,2024-08-29,yahoo_finance
AMZN-20240830,7752.15,USD,Amazon,2024-08-30,yahoo_finance
AMZN-20240903,6665.33,USD,Amazon,2024-09-03,yahoo_finance
AMZN-20240904,5253.49,USD,Amazon,2024-09-04,yahoo_finance
AMZN-20240905,7145.93,USD,Amazon,2024-09-05,yahoo_finance
AMZN-20240906,7106.94,USD,Amazon,2024-09-06,yahoo_finance
AMZN-20240909,5093.16,USD,Amazon,2024-09-09,yahoo_finance
AMZN-20240910,6505.78,USD,Amazon,2024-09-10,yahoo_finance
AMZN-20240911,7854.04,USD,Amazon,2024-09-11,yahoo_finance
AMZN-20240912,6272.77,USD,Amazon,2024-09-12,yahoo_finance
AMZN-20240913,4941.13,USD,Amazon,2024-09-13,yahoo_finance
AMZN-20240916,4819.25,USD,Amazon,2024-09-16,yahoo_finance
AMZN-20240917,4876.02,USD,Amazon,2024-09-17,yahoo_finance
AMZN-20240918,6422.16,USD,Amazon,2024-09-18,yahoo_finance
AMZN-20240919,7508.07,USD,Amazon,2024-09-19,yahoo_finance
AMZN-20240920,19232.54,USD,Amazon,2024-09-20,yahoo_finance
AMZN-20240923,7172.22,USD,Amazon,2024-09-23,yahoo_finance
AMZN-20240924,8433.17,USD,Amazon,2024-09-24,yahoo_finance
AMZN-20240925,5081.08,USD,Amazon,2024-09-25,yahoo_finance
AMZN-20240926,6945.78,USD,Amazon,2024-09-26,yahoo_finance
AMZN-20240927,6767.35,USD,Amazon,2024-09-27,yahoo_finance
NVDA-20240701,35394.2,USD,Nvidia,2024-07-01,yahoo_finance
NVDA-20240702,26775.03,USD,Nvidia,2024-07-02,yahoo_finance
NVDA-20240703,27662.94,USD,Nvidia,2024-07-03,yahoo_finance
NVDA-20240705,26936.87,USD,Nvidia,2024-07-05,yahoo_finance
NVDA-20240708,30455.54,USD,Nvidia,2024-07-08,yahoo_finance
NVDA-20240709,37473.4,USD,Nvidia,2024-07-09,yahoo_finance
NVDA-20240710,33573.51,USD,Nvidia,2024-07-10,yahoo_finance
NVDA-20240711,47724.31,USD,Nvidia,2024-07-11,yahoo_finance
NVDA-20240712,32640.69,USD,Nvidia,2024-07-12,yahoo_finance
NVDA-20240715,26744.52,USD,Nvidia,2024-07-15,yahoo_finance
NVDA-20240716,27125.2,USD,Nvidia,2024-07-16,yahoo_finance
NVDA-20240717,46004.09,USD,Nvidia,2024-07-17,yahoo_finance
NVDA-20240718,38848.68,USD,Nvidia,2024-07-18,yahoo_finance
NVDA-20240719,25604.86,USD,Nvidia,2024-07-19,yahoo_finance
NVDA-20240722,31866.47,USD,Nvidia,2024-07-22,yahoo_finance
NVDA-20240723,21309.47,USD,Nvidia,2024-07-23,yahoo_finance
NVDA-20240724,37430.47,USD,Nvidia,2024-07-24,yahoo_finance
NVDA-20240725,51631.43,USD,Nvidia,2024-07-25,yahoo_finance
NVDA-20240726,33155.71,USD,Nvidia,2024-07-26,yahoo_finance
NVDA-20240729,27677.94,USD,Nvidia,2024-07-29,yahoo_finance
NVDA-20240730,50474.88,USD,Nvidia,2024-07-30,yahoo_finance
NVDA-20240731,55344.16,USD,Nvidia,2024-07-31,yahoo_finance
NVDA-20240801,57139.76,USD,Nvidia,2024-08-01,yahoo_finance
NVDA-20240802,51682.17,USD,Nvidia,2024-08-02,yahoo_finance
NVDA-20240805,55506.25,USD,Nvidia,2024-08-05,yahoo_finance
NVDA-20240806,42618.96,USD,Nvidia,2024-08-06,yahoo_finance
NVDA-20240807,40675.96,USD,Nvidia,2024-08-07,yahoo_finance
NVDA-20240808,41118.97,USD,Nvidia,2024-08-08,yahoo_finance
NVDA-20240809,30451.25,USD,Nvidia,2024-08-09,yahoo_finance
NVDA-20240812,35475.44,USD,Nvidia,2024-08-12,yahoo_finance
NVDA-20240813,36293.29,USD,Nvidia,2024-08-13,yahoo_finance
NVDA-20240814,40038.91,USD,Nvidia,2024-08-14,yahoo_finance
NVDA-20240815,39061.3,USD,Nvidia,2024-08-15,yahoo_finance
NVDA-20240816,37678.48,USD,Nvidia,2024-08-16,yahoo_finance
NVDA-20240819,41363.43,USD,Nvidia,2024-08-19,yahoo_finance
NVDA-20240820,38167.72,USD,Nvidia,2024-08-20,yahoo_finance
NVDA-20240821,33122.07,USD,Nvidia,2024-08-21,yahoo_finance
NVDA-20240822,46527.21,USD,Nvidia,2024-08-22,yahoo_finance
NVDA-20240823,41796.14,USD,Nvidia,2024-08-23,yahoo_finance
NVDA-20240826,41960.02,USD,Nvidia,2024-08-26,yahoo_finance
NVDA-20240827,38873.43,USD,Nvidia,2024-08-27,yahoo_finance
NVDA-20240828,56258.86,USD,Nvidia,2024-08-28,yahoo_finance
NVDA-20240829,53245.33,USD,Nvidia,2024-08-29,yahoo_finance
NVDA-20240830,39820.73,USD,Nvidia,2024-08-30,yahoo_finance
NVDA-20240903,51507.92,USD,Nvidia,2024-09-03,yahoo_finance
NVDA-20240904,39541.01,USD,Nvidia,2024-09-04,yahoo_finance
NVDA-20240905,32881.61,USD,Nvidia,2024-09-05,yahoo_finance
NVDA-20240906,42513.91,USD,Nvidia,2024-09-06,yahoo_finance
NVDA-20240909,29149.36,USD,Nvidia,2024-09-09,yahoo_finance
NVDA-20240910,28987.49,USD,Nvidia,2024-09-10,yahoo_finance
NVDA-20240911,51581.83,USD,Nvidia,2024-09-11,yahoo_finance
NVDA-20240912,43594.23,USD,Nvidia,2024-09-12,yahoo_finance
NVDA-20240913,28377.22,USD,Nvidia,2024-09-13,yahoo_finance
NVDA-20240916,29040.11,USD,Nvidia,2024-09-16,yahoo_finance
NVDA-20240917,26797.69,USD,Nvidia,2024-09-17,yahoo_finance
NVDA-20240918,35166.91,USD,Nvidia,2024-09-18,yahoo_finance
NVDA-20240919,34581.88,USD,Nvidia,2024-09-19,yahoo_finance
NVDA-20240920,44348.05,USD,Nvidia,2024-09-20,yahoo_finance
NVDA-20240923,23966.62,USD,Nvidia,2024-09-23,yahoo_finance
NVDA-20240924,42887.83,USD,Nvidia,2024-09-24,yahoo_finance
NVDA-20240925,35148.48,USD,Nvidia,2024-09-25,yahoo_finance
NVDA-20240926,37517.5,USD,Nvidia,2024-09-26,yahoo_finance
NVDA-20240927,32887.47,USD,Nvidia,2024-09-27,yahoo_finance
META-20240701,5182.48,USD,Meta,2024-07-01,yahoo_finance
META-20240702,3920.61,USD,Meta,2024-07-02,yahoo_finance
META-20240703,3045.01,USD,Meta,2024-07-03,yahoo_finance
META-20240705,11463.03,USD,Meta,2024-07-05,yahoo_finance
META-20240708,7850.75,USD,Meta,2024-07-08,yahoo_finance
META-20240709,4612.53,USD,Meta,2024-07-09,yahoo_finance
META-20240710,5838.91,USD,Meta,2024-07-10,yahoo_finance
META-20240711,8389.67,USD,Meta,2024-07-11,yahoo_finance
META-20240712,9796.3,USD,Meta,2024-07-12,yahoo_finance
META-20240715,6185.69,USD,Meta,2024-07-15,yahoo_finance
META-20240716,6854.56,USD,Meta,2024-07-16,yahoo_finance
META-20240717,12896.56,USD,Meta,2024-07-17,yahoo_finance
META-20240718,9115.6,USD,Meta,2024-07-18,yahoo_finance
META-20240719,7181.57,USD,Meta,2024-07-19,yahoo_finance
META-20240722,5826.38,USD,Meta,2024-07-22,yahoo_finance
META-20240723,4594.25,USD,Meta,2024-07-23,yahoo_finance
META-20240724,8094.49,USD,Meta,2024-07-24,yahoo_finance
META-20240725,8222.89,USD,Meta,2024-07-25,yahoo_finance
META-20240726,6585.3,USD,Meta,2024-07-26,yahoo_finance
META-20240729,5250.61,USD,Meta,2024-07-29,yahoo_finance
META-20240730,5245.6,USD,Meta,2024-07-30,yahoo_finance
META-20240731,11465.35,USD,Meta,2024-07-31,yahoo_finance
META-20240801,21320.93,USD,Meta,2024-08-01,yahoo_finance
META-20240802,11669.72,USD,Meta,2024-08-02,yahoo_finance
META-20240805,10120.31,USD,Meta,2024-08-05,yahoo_finance
META-20240806,10294.15,USD,Meta,2024-08-06,yahoo_finance
META-20240807,9773.39,USD,Meta,2024-08-07,yahoo_finance
META-20240808,8186.67,USD,Meta,2024-08-08,yahoo_finance
META-20240809,7050.93,USD,Meta,2024-08-09,yahoo_finance
META-20240812,5010.53,USD,Meta,2024-08-12,yahoo_finance
META-20240813,7222.4,USD,Meta,2024-08-13,yahoo_finance
META-20240814,5993.7,USD,Meta,2024-08-14,yahoo_finance
META-20240815,7202.7,USD,Meta,2024-08-15,yahoo_finance
META-20240816,7748.73,USD,Meta,2024-08-16,yahoo_finance
META-20240819,5199.07,USD,Meta,2024-08-19,yahoo_finance
META-20240820,4160.5,USD,Meta,2024-08-20,yahoo_finance
META-20240821,7142.32,USD,Meta,2024-08-21,yahoo_finance
META-20240822,8307.69,USD,Meta,2024-08-22,yahoo_finance
META-20240823,5944.66,USD,Meta,2024-08-23,yahoo_finance
META-20240826,4965.71,USD,Meta,2024-08-26,yahoo_finance
META-20240827,3242.6,USD,Meta,2024-08-27,yahoo_finance
META-20240828,4678.8,USD,Meta,2024-08-28,yahoo_finance
META-20240829,4285.47,USD,Meta,2024-08-29,yahoo_finance
META-20240830,4746.46,USD,Meta,2024-08-30,yahoo_finance
META-20240903,6339.42,USD,Meta,2024-09-03,yahoo_finance
META-20240904,4249.23,USD,Meta,2024-09-04,yahoo_finance
META-20240905,4440.47,USD,Meta,2024-09-05,yahoo_finance
META-20240906,7333.84,USD,Meta,2024-09-06,yahoo_finance
META-20240909,5544.77,USD,Meta,2024-09-09,yahoo_finance
META-20240910,4968.2,USD,Meta,2024-09-10,yahoo_finance
META-20240911,5487.09,USD,Meta,2024-09-11,yahoo_finance
META-20240912,6255.53,USD,Meta,2024-09-12,yahoo_finance
META-20240913,5383.69,USD,Meta,2024-09-13,yahoo_finance
META-20240916,5056.5,USD,Meta,2024-09-16,yahoo_finance
META-20240917,6239.92,USD,Meta,2024-09-17,yahoo_finance
META-20240918,5526.88,USD,Meta,2024-09-18,yahoo_finance
META-20240919,8706.25,USD,Meta,2024-09-19,yahoo_finance
META-20240920,12327.75,USD,Meta,2024-09-20,yahoo_finance
META-20240923,7207.02,USD,Meta,2024-09-23,yahoo_finance
META-20240924,7284.22,USD,Meta,2024-09-24,yahoo_finance
META-20240925,9356.66,USD,Meta,2024-09-25,yahoo_finance
META-20240926,8138.11,USD,Meta,2024-09-26,yahoo_finance
META-20240927,5306.69,USD,Meta,2024-09-27,yahoo_finance
TSLA-20240701,28476.2,USD,Tesla,2024-07-01,yahoo_finance
